timestamp,frame,joint,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w
1781113498.4970,0,root,-0.003948569,0.022295078,0.005313963,0.061073113,0.10852298,-0.010649075,0.992159
1781113498.4970,0,hips_joint,-0.003948569,0.022295078,0.005313963,0.061073113,0.10852298,-0.010649075,0.992159
1781113498.4970,0,left_upLeg_joint,0.093546666,-0.0034015416,-0.018508215,0.61248386,-0.45190853,0.5321432,-0.37076384
1781113498.4970,0,left_leg_joint,0.10416034,-0.40267774,0.11487782,-0.37245274,0.64355755,-0.32574213,0.58395606
1781113498.4970,0,left_foot_joint,0.08561721,-0.7958827,-0.11787835,0.69007015,-0.27692863,0.61654556,-0.25881514
1781113498.4970,0,left_toes_joint,0.09848823,-0.9004051,-0.012427511,0.73004985,-0.14111643,0.6544245,-0.13726625
1781113498.4970,0,left_toesEnd_joint,0.10477479,-0.9238021,0.043184746,0.7300499,-0.14111623,0.6544244,-0.13726646
1781113498.4970,0,right_upLeg_joint,-0.10275112,-0.0018132805,0.025055777,0.48198625,0.5497807,0.44093648,0.52058196
1781113498.4970,0,right_leg_joint,-0.10554397,-0.41829997,0.08710864,0.60941935,0.3709788,0.62928504,0.3081934
1781113498.4970,0,right_foot_joint,-0.07478916,-0.80245864,-0.15907356,0.2509635,0.6678576,0.3053208,0.63068444
1781113498.4970,0,right_toes_joint,-0.063088804,-0.90981185,-0.05636595,0.11983216,0.70331836,0.180249,0.67712176
1781113498.4970,0,right_toesEnd_joint,-0.0597954,-0.9348438,-0.0012100696,0.11983263,0.70331854,0.18024856,0.6771217
1781113498.4970,0,spine_1_joint,-0.003948588,0.022295078,0.0053139674,0.70208544,0.64505893,0.28731552,0.09178654
1781113498.4970,0,spine_2_joint,-0.0037933346,0.07746045,0.021717953,0.71526414,0.66024613,0.03574915,-0.2262612
1781113498.4970,0,spine_3_joint,0.0034349682,0.13088813,0.04185664,0.62922066,0.5552253,-0.24979238,-0.4831252
1781113498.4970,0,spine_4_joint,0.01715782,0.18076335,0.053641975,-0.44498166,-0.35194492,0.5233277,0.63580984
1781113498.4970,0,spine_5_joint,0.031648908,0.24971186,0.052567344,-0.17778347,-0.09368883,0.7341202,0.64860064
