timestamp,frame,joint,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w
1783532866.9783,0,root,-9.194572e-05,0.01817653,-0.0033142166,0.005177412,-0.0055591976,-0.0014726613,0.99997
1783532866.9783,0,hips_joint,-9.194572e-05,0.01817653,-0.0033142166,0.005177412,-0.0055591976,-0.0014726613,0.99997
1783532866.9783,0,left_upLeg_joint,0.1003586,-0.007112292,-0.0014987106,0.59781325,-0.4101107,0.5414156,-0.4257904
1783532866.9783,0,left_leg_joint,0.13293351,-0.40774706,0.12402655,-0.34998196,0.6332578,-0.33635014,0.6027982
1783532866.9783,0,left_foot_joint,0.11999464,-0.7958906,-0.117440745,0.6660292,-0.282678,0.636516,-0.26710603
1783532866.9783,0,left_toes_joint,0.12444789,-0.90268356,-0.013585482,0.7075344,-0.15131816,0.67560434,-0.14162175
1783532866.9783,0,left_toesEnd_joint,0.12695493,-0.9272805,0.04180738,0.70753443,-0.15131797,0.6756043,-0.14162196
1783532866.9783,0,right_upLeg_joint,-0.10070808,-0.0065037357,-0.003730721,0.42694232,0.52459943,0.5009899,0.5399302
1783532866.9783,0,right_leg_joint,-0.07864662,-0.42294243,0.05467768,0.5792919,0.3555722,0.6453511,0.34858426
1783532866.9783,0,right_foot_joint,-0.039399948,-0.81708527,-0.17388391,0.23674785,0.6371501,0.2930596,0.67238826
1783532866.9783,0,right_toes_joint,-0.041830864,-0.9207797,-0.066869855,0.111694336,0.67047316,0.16030577,0.71574575
1783532866.9783,0,right_toesEnd_joint,-0.044835676,-0.9437851,-0.010822224,0.111694835,0.67047334,0.1603053,0.7157456
1783532866.9783,0,spine_1_joint,-9.196549e-05,0.01817653,-0.0033142169,0.4793826,0.5147004,0.49285275,0.5122224
1783532866.9783,0,spine_2_joint,-0.0009921482,0.075636014,-0.0064653503,0.46870118,0.52499723,0.4867189,0.5174957
1783532866.9783,0,spine_3_joint,-0.0024329736,0.13295197,-0.0114791365,0.47372326,0.5174775,0.49678543,0.510889
1783532866.9783,0,spine_4_joint,-0.0039799,0.18589404,-0.014559965,0.49447,0.49433142,0.5195803,0.49109316
1783532866.9783,0,spine_5_joint,-0.0059953714,0.256306,-0.012788215,0.53368443,0.44849098,0.55833256,0.44977987
1783532866.9783,0,spine_6_joint,-0.008422425,0.3482531,0.005816357,0.54672503,0.42856288,0.5757113,0.43125683
1783532866.9783,0,spine_7_joint,-0.011674606,0.45142138,0.03434741,0.53983754,0.43678716,0.56966597,0.4396291
1783532866.9783,0,left_shoulder_1_joint,0.07434165,0.56381255,0.058327515,-0.6114366,0.025362467,-0.11754884,0.7821027
1783532866.9783,0,left_arm_joint,0.2151963,0.53264344,0.073423594,-0.35672766,0.33565176,-0.50760645,0.7088155
1783532866.9783,0,left_forearm_joint,0.28417918,0.27754354,0.043187346,-0.41507623,0.21679157,-0.6960289,0.54429555
1783532866.9783,0,left_hand_joint,0.26732138,0.026278324,0.13478294,0.6590601,-0.5920189,0.42540383,-0.1848935
1783532866.9783,0,left_handIndexStart_joint,0.25267416,0.007495929,0.15281582,0.6298552,-0.6031431,0.46695948,-0.14645956
1783532866.9783,0,left_handIndex_1_joint,0.23953013,-0.06450785,0.18586856,0.6298552,-0.6031431,0.46695948,-0.14645956
1783532866.9783,0,left_handIndex_2_joint,0.23188826,-0.1063705,0.20508528,0.6298552,-0.6031431,0.46695948,-0.14645956
1783532866.9783,0,left_handIndex_3_joint,0.22760883,-0.1298136,0.21584663,0.6298552,-0.6031431,0.46695948,-0.14645956
1783532866.9783,0,left_handIndexEnd_joint,0.22455208,-0.14655866,0.22353332,0.6298552,-0.6031431,0.46695948,-0.14645956
1783532866.9783,0,left_handMidStart_joint,0.26241636,0.0024869703,0.1462298,0.6601346,-0.59167814,0.42344508,-0.1866393
1783532866.9783,0,left_handMid_1_joint,0.2579484,-0.068909034,0.17193809,0.6601346,-0.59167814,0.42344508,-0.1866393
1783532866.9783,0,left_handMid_2_joint,0.25480878,-0.119079195,0.19000337,0.6601346,-0.59167814,0.42344508,-0.1866393
1783532866.9783,0,left_handMid_3_joint,0.25299746,-0.14802353,0.20042564,0.6601346,-0.59167814,0.42344508,-0.1866393
1783532866.9783,0,left_handMidEnd_joint,0.2517899,-0.16731974,0.20737383,0.6601346,-0.59167814,0.42344508,-0.1866393
1783532866.9783,0,left_handPinkyStart_joint,0.28208244,-0.0045842743,0.12800217,0.6804981,-0.59303814,0.3432716,-0.25960225
1783532866.9783,0,left_handPinky_1_joint,0.28595227,-0.06715539,0.13811688,0.6804981,-0.59303814,0.3432716,-0.25960225
1783532866.9783,0,left_handPinky_2_joint,0.28834248,-0.10580227,0.14436421,0.6804981,-0.59303814,0.3432716,-0.25960225
1783532866.9783,0,left_handPinky_3_joint,0.28959447,-0.12604587,0.1476366,0.6804981,-0.59303814,0.3432716,-0.25960225
1783532866.9783,0,left_handPinkyEnd_joint,0.29073265,-0.14444913,0.15061152,0.6804981,-0.59303814,0.3432716,-0.25960225
1783532866.9783,0,left_handRingStart_joint,0.27145398,-0.0012935733,0.13785543,0.6711459,-0.5929028,0.38446352,-0.22409348
1783532866.9783,0,left_handRing_1_joint,0.27154538,-0.068921,0.15534142,0.6711459,-0.5929028,0.38446352,-0.22409348
1783532866.9783,0,left_handRing_2_joint,0.2716099,-0.11665802,0.16768448,0.6711459,-0.5929028,0.38446352,-0.22409348
1783532866.9783,0,left_handRing_3_joint,0.27165022,-0.14649366,0.17539889,0.6711459,-0.5929028,0.38446352,-0.22409348
1783532866.9783,0,left_handRingEnd_joint,0.27167708,-0.16638409,0.18054181,0.6711459,-0.5929028,0.38446352,-0.22409348
1783532866.9783,0,left_handThumbStart_joint,0.24397884,0.0068737757,0.14518322,0.26464683,-0.14462498,0.9060489,-0.2968528
1783532866.9783,0,left_handThumb_1_joint,0.20726928,-0.026123561,0.16632208,0.26464683,-0.14462498,0.9060489,-0.2968528
1783532866.9783,0,left_handThumb_2_joint,0.1810289,-0.049707726,0.18143272,0.26464683,-0.14462496,0.9060489,-0.2968528
1783532866.9783,0,left_handThumbEnd_joint,0.16353531,-0.06543051,0.19150648,0.26464683,-0.14462493,0.9060489,-0.2968528
1783532866.9783,0,neck_1_joint,-0.01556966,0.5833044,0.058797196,0.58276004,0.37495574,0.6181169,0.37112123
1783532866.9783,0,neck_2_joint,-0.016929282,0.61017877,0.072060786,0.57206935,0.38870645,0.6126553,0.3824895
1783532866.9783,0,neck_3_joint,-0.019044423,0.64671487,0.0882052,0.55288976,0.41271943,0.6013239,0.40297145
1783532866.9783,0,neck_4_joint,-0.021598648,0.6843552,0.10149733,0.5342335,0.43470836,0.58934736,0.4222483
1783532866.9783,0,head_joint,-0.024949368,0.7288108,0.11418936,0.4746638,0.49776572,0.5386778,0.48657027
1783532866.9783,0,jaw_joint,-0.023310477,0.70373714,0.118505634,0.4746638,0.49776572,0.5386778,0.48657027
1783532866.9783,0,chin_joint,-0.0246827,0.6508037,0.21697482,0.4746638,0.49776572,0.5386778,0.48657027
1783532866.9783,0,left_eye_joint,0.0002521777,0.7610346,0.20325656,0.47898692,0.49360722,0.5429008,0.4818539
1783532866.9783,0,left_eyeLowerLid_joint,0.0002521777,0.7610346,0.20325656,0.47898692,0.49360722,0.5429008,0.4818539
1783532866.9783,0,left_eyeUpperLid_joint,0.0002521777,0.7610346,0.20325656,0.47898692,0.49360722,0.5429008,0.4818539
1783532866.9783,0,left_eyeball_joint,0.0002521777,0.7610346,0.20325656,0.47898692,0.49360722,0.5429008,0.4818539
1783532866.9783,0,nose_joint,-0.030632708,0.72540534,0.22398971,0.47898948,0.4936046,0.54290336,0.48185095
1783532866.9783,0,right_eye_joint,-0.06410988,0.75622857,0.19977611,0.47898692,0.49360722,0.5429008,0.4818539
1783532866.9783,0,right_eyeLowerLid_joint,-0.06410988,0.75622857,0.19977611,0.47898692,0.49360722,0.5429008,0.4818539
1783532866.9783,0,right_eyeUpperLid_joint,-0.06410988,0.75622857,0.19977611,0.47898692,0.49360722,0.5429008,0.4818539
1783532866.9783,0,right_eyeball_joint,-0.06410988,0.75622857,0.19977611,0.47898692,0.49360722,0.5429008,0.4818539
1783532866.9783,0,right_shoulder_1_joint,-0.1042294,0.5597034,0.05196722,0.78701395,0.12310147,0.06791922,0.6007019
1783532866.9783,0,right_arm_joint,-0.24354424,0.51976216,0.05791248,0.6900388,0.5135597,0.35496688,0.36619923
1783532866.9783,0,right_forearm_joint,-0.30219683,0.26209375,0.027656164,0.5265558,0.6983576,0.26289588,0.40733534
1783532866.9783,0,right_hand_joint,-0.27174586,0.0076229665,0.105923094,0.17538567,0.39951873,0.6302402,0.6422013
1783532866.9783,0,right_handIndexStart_joint,-0.25769526,-0.011185373,0.1224986,0.13197683,0.44238254,0.6412146,0.6129634
1783532866.9783,0,right_handIndex_1_joint,-0.24053152,-0.08369357,0.15246046,0.13197683,0.44238254,0.6412146,0.6129634
1783532866.9783,0,right_handIndex_2_joint,-0.23055214,-0.1258497,0.16987973,0.13197683,0.44238254,0.6412146,0.6129634
1783532866.9783,0,right_handIndex_3_joint,-0.22496425,-0.1494574,0.17963521,0.13197683,0.44238254,0.6412146,0.6129634
1783532866.9783,0,right_handIndexEnd_joint,-0.22097288,-0.16631974,0.18660337,0.13197683,0.44238254,0.6412146,0.6129634
1783532866.9783,0,right_handMidStart_joint,-0.26674598,-0.016536277,0.115230456,0.17476681,0.40005788,0.6306455,0.64163625
1783532866.9783,0,right_handMid_1_joint,-0.2579647,-0.08868448,0.13749923,0.17476681,0.40005788,0.6306455,0.64163625
1783532866.9783,0,right_handMid_2_joint,-0.25179443,-0.13938257,0.1531478,0.17476681,0.40005788,0.6306455,0.64163625
1783532866.9783,0,right_handMid_3_joint,-0.24823442,-0.16863164,0.16217571,0.17476681,0.40005788,0.6306455,0.64163625
1783532866.9783,0,right_handMidEnd_joint,-0.24586137,-0.18813066,0.16819443,0.17476681,0.40005788,0.6306455,0.64163625
1783532866.9783,0,right_handPinkyStart_joint,-0.28504083,-0.02404851,0.09579155,0.25112844,0.32222906,0.63228124,0.65827346
1783532866.9783,0,right_handPinky_1_joint,-0.28458226,-0.087185286,0.10256465,0.25112844,0.32222906,0.63228124,0.65827346
1783532866.9783,0,right_handPinky_2_joint,-0.28429934,-0.12618229,0.10674859,0.25112844,0.32222906,0.63228124,0.65827346
1783532866.9783,0,right_handPinky_3_joint,-0.28415066,-0.14660893,0.1089395,0.25112844,0.32222906,0.63228124,0.65827346
1783532866.9783,0,right_handPinkyEnd_joint,-0.28401586,-0.1651785,0.1109315,0.25112844,0.32222906,0.63228124,0.65827346
1783532866.9783,0,right_handRingStart_joint,-0.27511337,-0.020517856,0.10627295,0.21388745,0.36225125,0.6320882,0.650762
1783532866.9783,0,right_handRing_1_joint,-0.27081606,-0.08880719,0.12031933,0.21388745,0.36225125,0.6320882,0.650762
1783532866.9783,0,right_handRing_2_joint,-0.26778257,-0.13701099,0.13023412,0.21388745,0.36225125,0.6320882,0.650762
1783532866.9783,0,right_handRing_3_joint,-0.26588693,-0.16713879,0.13643137,0.21388745,0.36225125,0.6320882,0.650762
1783532866.9783,0,right_handRingEnd_joint,-0.26462248,-0.18722445,0.1405622,0.21388745,0.36225125,0.6320882,0.650762
1783532866.9783,0,right_handThumbStart_joint,-0.24866596,-0.010758359,0.115249164,0.26635143,0.906426,0.18433724,0.27105162
1783532866.9783,0,right_handThumb_1_joint,-0.2104796,-0.042054247,0.13635968,0.26635143,0.906426,0.18433723,0.27105162
1783532866.9783,0,right_handThumb_2_joint,-0.18318416,-0.064422004,0.15145053,0.26635143,0.906426,0.18433721,0.27105162
1783532866.9783,0,right_handThumbEnd_joint,-0.1649871,-0.07933402,0.16151032,0.26635143,0.906426,0.18433717,0.27105162
1783532866.9783,0,camera,-0.11869706,0.006649427,0.13605645,-0.06991269,-0.10774816,-0.71016544,0.6922193
1783532867.0119,1,root,5.5236425e-05,0.01845525,-0.003188945,0.005213045,-0.0051117777,-0.0009282457,0.9999729
1783532867.0119,1,hips_joint,5.5236425e-05,0.01845525,-0.003188945,0.005213045,-0.0051117777,-0.0009282457,0.9999729
1783532867.0119,1,left_upLeg_joint,0.10053496,-0.006723797,-0.0014644408,0.59859425,-0.41026142,0.54024124,-0.42603964
1783532867.0119,1,left_leg_joint,0.13407561,-0.40739653,0.12368479,-0.34952676,0.6347369,-0.33469045,0.6024302
1783532867.0119,1,left_foot_joint,0.12043994,-0.79472166,-0.11905497,0.66658306,-0.2841231,0.6349825,-0.26783985
1783532867.0119,1,left_toes_joint,0.1252302,-0.90186524,-0.0155764865,0.7083521,-0.15263209,0.67423767,-0.14263292
1783532867.0119,1,left_toesEnd_joint,0.1279126,-0.9266493,0.039724655,0.70835215,-0.1526319,0.67423767,-0.14263314
1783532867.0119,1,right_upLeg_joint,-0.10053418,-0.006335034,-0.0035176482,0.4267549,0.52540386,0.5009438,0.5393387
1783532867.0119,1,right_leg_joint,-0.0778003,-0.4227094,0.05509042,0.57924426,0.3569785,0.64432245,0.34912902
1783532867.0119,1,right_foot_joint,-0.03885041,-0.8175748,-0.17227188,0.23584314,0.6382278,0.29191402,0.6721827
1783532867.0119,1,right_toes_joint,-0.041071422,-0.92092574,-0.06492139,0.11060174,0.6713599,0.15921988,0.7153267
1783532867.0119,1,right_toesEnd_joint,-0.043973997,-0.94375175,-0.00879507,0.11060223,0.67136,0.15921941,0.7153266
1783532867.0119,1,spine_1_joint,5.5216646e-05,0.01845525,-0.0031889454,0.4793713,0.51504725,0.4929377,0.5118025
1783532867.0119,1,spine_2_joint,-0.0008957015,0.07591438,-0.0063315914,0.46869814,0.5252356,0.48680657,0.517174
1783532867.0119,1,spine_3_joint,-0.00237517,0.13323021,-0.011335571,0.4737052,0.5176424,0.4968707,0.5106557
1783532867.0119,1,spine_4_joint,-0.0039491905,0.1861719,-0.014409195,0.49440485,0.4944623,0.5196718,0.49092948
1783532867.0119,1,spine_5_joint,-0.0059963334,0.25658283,-0.012633513,0.5335613,0.44862542,0.5584298,0.4496703
1783532867.0119,1,spine_6_joint,-0.008466359,0.34852982,0.0059657427,0.54652,0.4287179,0.57583517,0.43119648
1783532867.0119,1,spine_7_joint,-0.011777573,0.45170158,0.03447726,0.5395118,0.43695626,0.5698641,0.4396033
1783532867.0119,1,left_shoulder_1_joint,0.074153386,0.564157,0.058461647,-0.61150026,0.024086265,-0.11726354,0.78213584
1783532867.0119,1,left_arm_joint,0.21504577,0.53327745,0.07379861,-0.35648644,0.3344673,-0.5076135,0.7094911
1783532867.0119,1,left_forearm_joint,0.28444704,0.27826014,0.043825004,-0.4136974,0.216072,-0.697355,0.54393333
1783532867.0119,1,left_hand_joint,0.26676577,0.027063217,0.1354522,0.657741,-0.59224224,0.42689607,-0.18543388
1783532867.0119,1,left_handIndexStart_joint,0.2520163,0.008316255,0.15343852,0.62844235,-0.6034002,0.46836293,-0.14698532
1783532867.0119,1,left_handIndex_1_joint,0.23861156,-0.06364917,0.18646996,0.62844235,-0.6034002,0.46836293,-0.14698532
1783532867.0119,1,left_handIndex_2_joint,0.2308181,-0.10548954,0.20567428,0.62844235,-0.6034002,0.46836293,-0.14698532
1783532867.0119,1,left_handIndex_3_joint,0.22645375,-0.12892014,0.2164287,0.62844235,-0.6034002,0.46836293,-0.14698532
1783532867.0119,1,left_handIndexEnd_joint,0.22333637,-0.14565629,0.22411042,0.62844235,-0.6034002,0.46836293,-0.14698532
1783532867.0119,1,left_handMidStart_joint,0.2617727,0.00328583,0.14688995,0.6588196,-0.5918998,0.4249409,-0.18718076
1783532867.0119,1,left_handMid_1_joint,0.25707194,-0.06809151,0.17260839,0.6588196,-0.5918998,0.4249409,-0.18718076
1783532867.0119,1,left_handMid_2_joint,0.25376868,-0.118248574,0.1906808,0.6588196,-0.5918998,0.4249409,-0.18718076
1783532867.0119,1,left_handMid_3_joint,0.25186297,-0.14718534,0.20110719,0.6588196,-0.5918998,0.4249409,-0.18718076
1783532867.0119,1,left_handMidEnd_joint,0.25059247,-0.16647652,0.20805812,0.6588196,-0.5918998,0.4249409,-0.18718076
1783532867.0119,1,left_handPinkyStart_joint,0.28149128,-0.0038306355,0.12873684,0.6793418,-0.59316164,0.34487617,-0.26022023
1783532867.0119,1,left_handPinky_1_joint,0.28520223,-0.06640529,0.13888894,0.6793418,-0.59316164,0.34487617,-0.26022023
1783532867.0119,1,left_handPinky_2_joint,0.28749433,-0.10505434,0.14515935,0.6793418,-0.59316164,0.34487617,-0.26022023
1783532867.0119,1,left_handPinky_3_joint,0.28869495,-0.12529908,0.14844386,0.6793418,-0.59316164,0.34487617,-0.26022023
1783532867.0119,1,left_handPinkyEnd_joint,0.2897864,-0.14370339,0.15142977,0.6793418,-0.59316164,0.34487617,-0.26022023
1783532867.0119,1,left_handRingStart_joint,0.2708334,-0.00051549193,0.13855001,0.66990787,-0.5930742,0.3860163,-0.22467303
1783532867.0119,1,left_handRing_1_joint,0.27072927,-0.06813628,0.15606144,0.66990787,-0.5930742,0.3860163,-0.22467303
1783532867.0119,1,left_handRing_2_joint,0.27065575,-0.115868606,0.16842246,0.66990787,-0.5930742,0.3860163,-0.22467303
1783532867.0119,1,left_handRing_3_joint,0.2706098,-0.1457013,0.1761481,0.66990787,-0.5930742,0.3860163,-0.22467303
1783532867.0119,1,left_handRingEnd_joint,0.27057916,-0.16558976,0.18129852,0.66990787,-0.5930742,0.3860163,-0.22467303
1783532867.0119,1,left_handThumbStart_joint,0.24334769,0.0077081476,0.1457745,0.2629091,-0.14417057,0.90684575,-0.29618314
1783532867.0119,1,left_handThumb_1_joint,0.20649712,-0.02520956,0.16679163,0.2629091,-0.14417057,0.90684575,-0.29618314
1783532867.0119,1,left_handThumb_2_joint,0.18015592,-0.0487368,0.18181525,0.2629091,-0.14417055,0.90684575,-0.29618314
1783532867.0119,1,left_handThumbEnd_joint,0.16259514,-0.06442163,0.19183101,0.2629091,-0.14417054,0.90684575,-0.29618314
1783532867.0119,1,neck_1_joint,-0.015771113,0.5835887,0.058888678,0.5824545,0.37516025,0.6183095,0.3710724
1783532867.0119,1,neck_2_joint,-0.01715422,0.6104658,0.0721442,0.57175875,0.38890424,0.61284757,0.38244385
1783532867.0119,1,neck_3_joint,-0.019300507,0.64700496,0.08827756,0.5525705,0.41290492,0.60151577,0.40293184
1783532867.0119,1,neck_4_joint,-0.021885447,0.68464726,0.10155815,0.53390676,0.434882,0.5895388,0.4222147
1783532867.0119,1,head_joint,-0.0252712,0.72910404,0.11423639,0.47431737,0.4978989,0.53886974,0.48655823
1783532867.0119,1,jaw_joint,-0.023617297,0.7040328,0.11856033,0.47431737,0.4978989,0.53886974,0.48655823
1783532867.0119,1,chin_joint,-0.024994781,0.6511259,0.21704364,0.47431737,0.4978989,0.53886974,0.48655823
1783532867.0119,1,left_eye_joint,-0.00012810946,0.7613696,0.20330499,0.47864172,0.49374342,0.54309267,0.48184016
1783532867.0119,1,left_eyeLowerLid_joint,-0.00012810946,0.7613696,0.20330499,0.47864172,0.49374342,0.54309267,0.48184016
1783532867.0119,1,left_eyeUpperLid_joint,-0.00012810946,0.7613696,0.20330499,0.47864172,0.49374342,0.54309267,0.48184016
1783532867.0119,1,left_eyeball_joint,-0.00012810946,0.7613696,0.20330499,0.47864172,0.49374342,0.54309267,0.48184016
1783532867.0119,1,nose_joint,-0.030997662,0.7257254,0.22403526,0.47864425,0.49374086,0.5430952,0.48183727
1783532867.0119,1,right_eye_joint,-0.06448543,0.75651944,0.19979925,0.47864172,0.49374342,0.54309267,0.48184016
1783532867.0119,1,right_eyeLowerLid_joint,-0.06448543,0.75651944,0.19979925,0.47864172,0.49374342,0.54309267,0.48184016
1783532867.0119,1,right_eyeUpperLid_joint,-0.06448543,0.75651944,0.19979925,0.47864172,0.49374342,0.54309267,0.48184016
1783532867.0119,1,right_eyeball_joint,-0.06448543,0.75651944,0.19979925,0.47864172,0.49374342,0.54309267,0.48184016
